timestamp,open,high,low,close,volume,OBV,closescaled,OBVscaled
2005-01-10,95.78,96.09,95.24,95.68,4625100,977321700,0.2526597399,0.463267057
2005-01-07,96.5,96.8,95.47,95.78,6200700,981946800,0.2532819013,0.4727873555
2005-01-06,96.54,96.98,96.05,96.2,4561700,988147500,0.2558949792,0.4855508665
2005-01-05,96.6,97.83,96.4,96.5,5646700,992709200,0.2577614633,0.4949406625
2005-01-04,97.74,98.42,96.52,96.7,5711000,998355900,0.2590057861,0.5065638208
2005-01-03,98.97,99.1,97.25,97.75,5295200,1004066900,0.2655384807,0.5183193342
2004-12-31,98.6,98.91,98.49,98.58,2793200,1009362100,0.2707024202,0.5292189654
2004-12-30,98.1,99,98.07,98.3,3812400,1006568900,0.2689603683,0.523469447
2004-12-29,97.81,98.47,97.8,98.18,3296300,1002756500,0.2682137747,0.5156220089
2004-12-28,97.4,98.55,97.37,98.3,4336400,1006052800,0.2689603683,0.5224071076
2004-12-27,97.69,97.97,97.38,97.5,3262900,1001716400,0.2639830772,0.5134810687
2004-12-23,97.5,98,97.5,97.72,3590600,1004979300,0.2653518323,0.5201974169
2004-12-22,97.35,97.98,97.29,97.61,4950100,1001388700,0.2646674547,0.5128065315
2004-12-21,96.59,97.15,96.51,97.02,4841800,996438600,0.2609967025,0.5026172536
2004-12-20,96.35,97.57,96.35,96.55,4769900,991596800,0.258072544,0.4926509002
2004-12-17,97,98,96.2,96.2,8853100,986826900,0.2558949792,0.4828325456
2004-12-16,96.8,98.15,96.8,97.45,5660100,995680000,0.2636719965,0.5010557525
2004-12-15,96.92,97.7,96.81,97.33,3914500,990019900,0.2629254028,0.4894050117
2004-12-14,96.3,97.7,96.2884,97.31,4493200,986105400,0.2628009706,0.4813474111
2004-12-13,96.85,97.2,96.08,96.45,4799500,981612200,0.2574503826,0.4720986154
2004-12-10,96.1,97.99,96.1,96.67,4188300,986411700,0.2588191377,0.4819778986
2004-12-09,96.2,97.6,95.71,97.51,5713700,990600000,0.2640452933,0.4905990886
2004-12-08,96.43,97.35,95.77,96.65,5310700,984886300,0.2586947054,0.4788380176
2004-12-07,97.7,98.25,95.99,96.1,6477100,979575600,0.2552728178,0.4679064812
2004-12-06,96.88,97.9,96.65,97.67,5263000,986052700,0.2650407516,0.4812389335
2004-12-03,96.55,97.63,96.55,97.08,7026800,980789700,0.2613699994,0.4704055827
2004-12-02,95.65,96.78,95.49,95.76,5152300,973762900,0.253157469,0.4559416288
2004-12-01,94.5,96.07,94.47,95.88,5664500,978915200,0.2539040627,0.4665471149
2004-11-30,95.15,95.65,94.24,94.24,5870300,973250700,0.2437006159,0.4548873171
2004-11-29,94.94,96.38,94.94,95.5,5699800,979121000,0.2515398494,0.4669707333
2004-11-26,95.05,95.38,94.58,94.72,2204300,973421200,0.2466869906,0.455238274
2004-11-24,95.04,95.79,95.0375,95.46,3750600,975625500,0.2512909849,0.4597756016
2004-11-23,94.7,95.37,94.55,95.28,5529900,971874900,0.2501710944,0.4520553726
2004-11-22,94.3,95.4,94.16,95.11,5814100,966345000,0.24911342,0.4406726352
2004-11-19,94.95,95.16,94.25,94.45,5679100,960530900,0.2450071549,0.428704901
2004-11-18,95.36,95.7,95.03,95.1,4655900,966210000,0.2490512039,0.4403947514
2004-11-17,95.3,96.63,95.3,95.46,6353200,970865900,0.2512909849,0.4499784486
2004-11-16,95.25,95.5,94.65,94.89,5684100,964512700,0.247744665,0.4369010318
2004-11-15,95.08,96,94.8,95.92,4887600,970196800,0.2541529273,0.4486011742
2004-11-12,94.66,95.5,94.56,95.32,4958400,965309200,0.2504199589,0.4385405461
2004-11-11,93.6,95.22,93.54,94.79,7453400,960350800,0.2471225036,0.4283341835
2004-11-10,92.92,94.3,92.92,93.61,6258400,952897400,0.2397809992,0.4129921167
2004-11-09,93,93.95,93,93.37,4513100,946639000,0.2382878119,0.4001098361
2004-11-08,92.5,93.7,92.5,93.37,4907300,946639000,0.2382878119,0.4001098361
2004-11-05,92.4,93.52,92.4,93.28,6708400,941731700,0.2377278666,0.3900086576
2004-11-04,91.05,92.7,90.82,92.38,6951600,935023300,0.2321284141,0.3762000977
2004-11-03,91.25,91.9,90.97,91.2,6553300,928071700,0.2247869097,0.3618909353
2004-11-02,89.55,91.22,89.5,90.47,5388700,921518400,0.2202451316,0.3484016331
2004-11-01,89.33,90.6,89.23,90.11,5160600,916129700,0.2180053506,0.3373095415
2004-10-29,89.4,89.9,88.95,89.75,4518500,910969100,0.2157655696,0.3266869707
